,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,completed sets,packs,simulations
5795,2.0,,3.0,3.0,2.0,8.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,6.0,4.0,3.0,5.0,8.0,2.0,5.0,4.0,6.0,3.0,,1.8333333333333333,15.0,500.0
5796,3.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,,3.0,5.0,4.0,4.0,5.0,6.0,6.0,3.0,0.9583333333333334,15.0,500.0
5797,,2.0,3.0,3.0,5.0,2.0,5.0,6.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,9.0,4.0,7.0,6.0,3.0,6.0,4.0,2.0,0.9583333333333334,15.0,500.0
5798,,1.0,2.0,7.0,4.0,4.0,4.0,10.0,6.0,6.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,0.9583333333333334,15.0,500.0
5799,2.0,1.0,6.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,3.0,7.0,4.0,6.0,1.0,2.0,6.0,6.0,3.0,2.0,4.0,8.0,4.0,2.0,1.0,15.0,500.0
5800,,1.0,7.0,5.0,5.0,4.0,4.0,2.0,3.0,,6.0,4.0,4.0,7.0,4.0,3.0,2.0,5.0,6.0,3.0,6.0,2.0,5.0,2.0,0.9166666666666666,15.0,500.0
5801,,5.0,3.0,3.0,3.0,2.0,2.0,6.0,3.0,6.0,6.0,5.0,4.0,8.0,3.0,5.0,2.0,3.0,3.0,6.0,5.0,4.0,3.0,,1.8333333333333333,15.0,500.0
5802,,4.0,1.0,3.0,11.0,1.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,4.0,2.0,8.0,2.0,3.0,3.0,7.0,4.0,5.0,2.0,3.0,0.9583333333333334,15.0,500.0
5803,3.0,2.0,2.0,,3.0,5.0,3.0,5.0,4.0,2.0,7.0,3.0,5.0,4.0,4.0,8.0,7.0,6.0,2.0,4.0,1.0,8.0,2.0,,0.9166666666666666,15.0,500.0
5804,1.0,,6.0,2.0,4.0,2.0,6.0,3.0,3.0,4.0,6.0,4.0,1.0,2.0,2.0,6.0,7.0,2.0,5.0,4.0,6.0,5.0,7.0,2.0,0.9583333333333334,15.0,500.0
5805,1.0,4.0,3.0,6.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,7.0,1.0,8.0,5.0,2.0,4.0,1.0,2.0,6.0,5.0,1.0,1.0,15.0,500.0
5806,,2.0,3.0,6.0,7.0,5.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,5.0,5.0,2.0,6.0,1.0,0.9583333333333334,15.0,500.0
5807,1.0,3.0,3.0,5.0,1.0,4.0,4.0,2.0,6.0,5.0,3.0,3.0,6.0,8.0,3.0,2.0,6.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,15.0,500.0
5808,,,4.0,3.0,6.0,7.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,6.0,4.0,5.0,4.0,6.0,4.0,2.0,5.0,5.0,1.8333333333333333,15.0,500.0
5809,,,3.0,7.0,8.0,6.0,5.0,7.0,5.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,5.0,2.0,5.0,6.0,5.0,2.0,4.0,4.0,0.9166666666666666,15.0,500.0
5810,,,4.0,2.0,3.0,4.0,5.0,3.0,10.0,6.0,3.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,3.0,0.9166666666666666,15.0,500.0
5811,1.0,5.0,6.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,8.0,,6.0,6.0,5.0,6.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,0.9583333333333334,15.0,500.0
5812,,,3.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,10.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,0.9166666666666666,15.0,500.0
5813,1.0,1.0,9.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,6.0,3.0,3.0,3.0,5.0,4.0,6.0,2.0,3.0,3.0,3.0,4.0,6.0,2.0,1.0,15.0,500.0
5814,,,5.0,5.0,7.0,5.0,1.0,2.0,8.0,5.0,3.0,10.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,2.0,,0.875,15.0,500.0
5815,,3.0,6.0,6.0,4.0,1.0,4.0,5.0,4.0,10.0,2.0,2.0,2.0,5.0,3.0,2.0,7.0,3.0,1.0,4.0,7.0,3.0,3.0,3.0,0.9583333333333334,15.0,500.0
5816,,4.0,5.0,5.0,7.0,3.0,4.0,5.0,6.0,3.0,5.0,1.0,6.0,1.0,3.0,3.0,4.0,2.0,7.0,5.0,3.0,1.0,4.0,3.0,0.9583333333333334,15.0,500.0
5817,,2.0,4.0,7.0,6.0,3.0,1.0,6.0,6.0,1.0,8.0,2.0,4.0,4.0,7.0,7.0,4.0,2.0,4.0,1.0,1.0,1.0,6.0,3.0,0.9583333333333334,15.0,500.0
5818,1.0,4.0,4.0,1.0,4.0,5.0,4.0,6.0,4.0,6.0,4.0,2.0,4.0,2.0,2.0,7.0,3.0,2.0,6.0,4.0,4.0,5.0,4.0,2.0,1.0,15.0,500.0
5819,1.0,,4.0,3.0,6.0,2.0,6.0,3.0,8.0,6.0,4.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,0.9583333333333334,15.0,500.0
5820,,2.0,4.0,7.0,6.0,4.0,4.0,3.0,5.0,7.0,1.0,3.0,4.0,2.0,5.0,3.0,5.0,7.0,5.0,3.0,1.0,3.0,5.0,1.0,0.9583333333333334,15.0,500.0
5821,1.0,2.0,4.0,6.0,5.0,,2.0,5.0,2.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,4.0,7.0,5.0,5.0,5.0,5.0,1.0,4.0,0.9583333333333334,15.0,500.0
5822,1.0,1.0,6.0,3.0,4.0,4.0,5.0,4.0,6.0,7.0,2.0,4.0,2.0,5.0,,5.0,2.0,5.0,6.0,1.0,6.0,5.0,2.0,4.0,0.9583333333333334,15.0,500.0
5823,,1.0,7.0,4.0,3.0,6.0,5.0,2.0,9.0,7.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,7.0,1.0,0.9583333333333334,15.0,500.0
5824,,2.0,5.0,3.0,6.0,1.0,5.0,5.0,9.0,7.0,2.0,3.0,7.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,,2.0,0.9166666666666666,15.0,500.0
5825,2.0,2.0,2.0,6.0,9.0,3.0,8.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,6.0,9.0,7.0,2.0,4.0,1.0,4.0,6.0,1.0,1.0,15.0,500.0
5826,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,7.0,5.0,5.0,4.0,6.0,4.0,1.0,3.0,5.0,5.0,3.0,7.0,2.0,5.0,4.0,2.0,1.0,15.0,500.0
5827,1.0,3.0,3.0,8.0,5.0,4.0,2.0,2.0,2.0,5.0,8.0,5.0,4.0,1.0,4.0,4.0,3.0,8.0,4.0,6.0,1.0,5.0,2.0,,0.9583333333333334,15.0,500.0
5828,2.0,,3.0,5.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,7.0,4.0,1.0,5.0,4.0,3.0,4.0,2.0,0.9583333333333334,15.0,500.0
5829,3.0,,3.0,7.0,6.0,2.0,3.0,7.0,3.0,4.0,8.0,5.0,4.0,5.0,1.0,3.0,5.0,6.0,,1.0,4.0,5.0,2.0,3.0,0.9166666666666666,15.0,500.0
5830,,3.0,5.0,5.0,2.0,4.0,1.0,6.0,3.0,7.0,3.0,4.0,4.0,9.0,5.0,3.0,2.0,,3.0,1.0,4.0,6.0,8.0,2.0,0.9166666666666666,15.0,500.0
5831,,1.0,7.0,3.0,3.0,5.0,7.0,6.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,9.0,8.0,3.0,4.0,3.0,2.0,0.9583333333333334,15.0,500.0
5832,1.0,5.0,3.0,4.0,5.0,6.0,1.0,3.0,1.0,5.0,1.0,,5.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,2.0,6.0,8.0,4.0,0.9583333333333334,15.0,500.0
5833,1.0,3.0,5.0,7.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,7.0,1.0,1.0,3.0,4.0,5.0,5.0,6.0,7.0,1.0,4.0,1.0,15.0,500.0
5834,,5.0,1.0,4.0,4.0,3.0,1.0,3.0,6.0,3.0,4.0,5.0,2.0,6.0,2.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,2.0,0.9583333333333334,15.0,500.0
5835,1.0,2.0,2.0,5.0,4.0,1.0,6.0,5.0,4.0,5.0,8.0,3.0,9.0,3.0,2.0,,4.0,8.0,5.0,6.0,3.0,1.0,2.0,1.0,0.9583333333333334,15.0,500.0
5836,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,7.0,6.0,3.0,5.0,7.0,6.0,7.0,2.0,6.0,5.0,2.0,1.0,15.0,500.0
5837,1.0,,8.0,7.0,5.0,2.0,5.0,4.0,4.0,6.0,4.0,3.0,1.0,3.0,5.0,2.0,8.0,1.0,2.0,2.0,5.0,3.0,8.0,1.0,0.9583333333333334,15.0,500.0
5838,,4.0,1.0,3.0,4.0,4.0,3.0,6.0,6.0,1.0,7.0,5.0,3.0,7.0,2.0,5.0,2.0,5.0,5.0,6.0,5.0,2.0,3.0,1.0,0.9583333333333334,15.0,500.0
5839,1.0,3.0,2.0,10.0,7.0,4.0,3.0,4.0,,2.0,7.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,6.0,3.0,3.0,10.0,2.0,0.9583333333333334,15.0,500.0
5840,,,1.0,10.0,6.0,3.0,6.0,4.0,3.0,2.0,6.0,2.0,1.0,5.0,4.0,9.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,0.9166666666666666,15.0,500.0
5841,2.0,,,5.0,7.0,6.0,3.0,2.0,8.0,4.0,2.0,2.0,4.0,2.0,3.0,7.0,4.0,5.0,5.0,4.0,4.0,,6.0,5.0,1.75,15.0,500.0
5842,2.0,4.0,4.0,4.0,1.0,7.0,2.0,6.0,4.0,2.0,7.0,4.0,6.0,6.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,4.0,1.0,1.0,15.0,500.0
5843,,4.0,3.0,2.0,5.0,6.0,4.0,3.0,8.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,1.0,3.0,6.0,2.0,2.0,8.0,5.0,1.0,0.9583333333333334,15.0,500.0
5844,,2.0,1.0,5.0,5.0,4.0,2.0,4.0,2.0,6.0,4.0,7.0,1.0,3.0,3.0,9.0,4.0,7.0,4.0,4.0,2.0,6.0,4.0,1.0,0.9583333333333334,15.0,500.0
5845,2.0,4.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,7.0,5.0,5.0,9.0,6.0,1.0,4.0,5.0,3.0,1.0,15.0,500.0
5846,1.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,4.0,6.0,2.0,4.0,5.0,4.0,3.0,5.0,7.0,5.0,3.0,4.0,3.0,5.0,4.0,,0.9583333333333334,15.0,500.0
5847,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,7.0,8.0,2.0,2.0,4.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,2.0,10.0,1.0,1.0,15.0,500.0
5848,,2.0,5.0,6.0,4.0,3.0,3.0,4.0,5.0,7.0,3.0,3.0,2.0,5.0,6.0,7.0,5.0,2.0,3.0,4.0,2.0,2.0,6.0,1.0,0.9583333333333334,15.0,500.0
5849,,3.0,6.0,3.0,4.0,7.0,4.0,1.0,4.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,3.0,0.9583333333333334,15.0,500.0
5850,,4.0,4.0,2.0,6.0,,2.0,4.0,1.0,3.0,2.0,6.0,4.0,2.0,3.0,5.0,8.0,1.0,9.0,6.0,4.0,7.0,7.0,,0.875,15.0,500.0
5851,,3.0,3.0,7.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,6.0,1.0,3.0,5.0,6.0,6.0,4.0,6.0,1.0,,0.9166666666666666,15.0,500.0
5852,,2.0,5.0,5.0,3.0,4.0,1.0,7.0,4.0,6.0,3.0,6.0,,3.0,3.0,4.0,6.0,5.0,5.0,6.0,4.0,2.0,3.0,3.0,0.9166666666666666,15.0,500.0
5853,1.0,1.0,8.0,8.0,6.0,3.0,3.0,3.0,2.0,3.0,6.0,4.0,1.0,4.0,2.0,4.0,3.0,6.0,5.0,2.0,2.0,3.0,6.0,4.0,1.0,15.0,500.0
5854,1.0,1.0,4.0,4.0,6.0,4.0,6.0,3.0,10.0,4.0,7.0,2.0,6.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,15.0,500.0
5855,1.0,3.0,1.0,9.0,1.0,6.0,2.0,5.0,6.0,4.0,4.0,1.0,3.0,4.0,5.0,8.0,4.0,1.0,7.0,3.0,2.0,2.0,5.0,3.0,1.0,15.0,500.0
5856,1.0,1.0,4.0,6.0,9.0,1.0,3.0,7.0,4.0,6.0,2.0,2.0,7.0,1.0,4.0,5.0,7.0,4.0,4.0,4.0,,4.0,,4.0,0.9166666666666666,15.0,500.0
5857,,4.0,5.0,3.0,3.0,6.0,4.0,3.0,8.0,9.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,1.0,,2.0,3.0,7.0,6.0,2.0,0.9166666666666666,15.0,500.0
5858,1.0,2.0,,5.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,7.0,5.0,6.0,1.0,4.0,4.0,6.0,3.0,7.0,7.0,1.0,4.0,2.0,0.9583333333333334,15.0,500.0
5859,,3.0,4.0,,6.0,4.0,5.0,8.0,4.0,2.0,6.0,3.0,2.0,6.0,2.0,3.0,2.0,7.0,4.0,2.0,6.0,4.0,5.0,2.0,1.8333333333333333,15.0,500.0
5860,,4.0,4.0,4.0,6.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,4.0,9.0,7.0,3.0,3.0,2.0,6.0,1.0,0.9583333333333334,15.0,500.0
5861,2.0,3.0,3.0,1.0,4.0,6.0,3.0,4.0,4.0,6.0,2.0,4.0,6.0,5.0,3.0,4.0,3.0,6.0,4.0,7.0,4.0,3.0,3.0,,0.9583333333333334,15.0,500.0
5862,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,2.0,6.0,6.0,7.0,4.0,6.0,2.0,4.0,7.0,6.0,6.0,4.0,1.0,1.0,15.0,500.0
5863,,,4.0,5.0,6.0,4.0,1.0,4.0,2.0,4.0,5.0,8.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,9.0,3.0,0.9166666666666666,15.0,500.0
5864,1.0,2.0,4.0,5.0,3.0,3.0,,5.0,3.0,6.0,6.0,7.0,5.0,3.0,1.0,3.0,5.0,6.0,4.0,3.0,5.0,4.0,2.0,4.0,0.9583333333333334,15.0,500.0
5865,,3.0,4.0,5.0,6.0,4.0,1.0,4.0,10.0,1.0,2.0,1.0,2.0,5.0,6.0,4.0,5.0,2.0,7.0,2.0,7.0,2.0,3.0,4.0,0.9583333333333334,15.0,500.0
5866,,4.0,5.0,2.0,7.0,4.0,,9.0,7.0,5.0,2.0,1.0,2.0,5.0,6.0,4.0,4.0,8.0,3.0,3.0,,2.0,3.0,4.0,0.875,15.0,500.0
5867,,3.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,8.0,4.0,5.0,7.0,4.0,,5.0,2.0,7.0,4.0,2.0,3.0,5.0,4.0,2.0,1.8333333333333333,15.0,500.0
5868,,3.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,6.0,4.0,5.0,7.0,6.0,3.0,3.0,3.0,2.0,2.0,8.0,6.0,3.0,4.0,2.0,1.9166666666666667,15.0,500.0
5869,2.0,4.0,7.0,4.0,6.0,5.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,1.0,5.0,4.0,6.0,,0.9583333333333334,15.0,500.0
5870,1.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,2.0,7.0,2.0,2.0,3.0,5.0,6.0,3.0,4.0,9.0,3.0,8.0,4.0,3.0,6.0,3.0,1.0,15.0,500.0
5871,1.0,4.0,7.0,2.0,7.0,4.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,6.0,1.0,6.0,3.0,3.0,4.0,5.0,4.0,6.0,6.0,3.0,1.0,15.0,500.0
5872,,3.0,4.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,1.0,4.0,3.0,6.0,6.0,9.0,5.0,2.0,4.0,3.0,2.0,5.0,4.0,0.9583333333333334,15.0,500.0
5873,,4.0,2.0,3.0,3.0,6.0,2.0,7.0,3.0,5.0,5.0,6.0,5.0,7.0,1.0,2.0,2.0,2.0,2.0,,5.0,7.0,9.0,2.0,0.9166666666666666,15.0,500.0
5874,2.0,3.0,8.0,4.0,5.0,6.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,7.0,8.0,8.0,4.0,2.0,4.0,2.0,1.0,15.0,500.0
5875,,3.0,6.0,2.0,3.0,3.0,2.0,7.0,6.0,5.0,3.0,1.0,3.0,6.0,5.0,2.0,3.0,4.0,7.0,5.0,3.0,3.0,4.0,4.0,0.9583333333333334,15.0,500.0
5876,1.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,6.0,5.0,3.0,1.0,5.0,6.0,6.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,6.0,3.0,1.0,15.0,500.0
5877,1.0,,4.0,6.0,3.0,5.0,2.0,2.0,7.0,4.0,7.0,5.0,3.0,5.0,3.0,8.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,0.9583333333333334,15.0,500.0
5878,1.0,,5.0,3.0,,5.0,5.0,2.0,7.0,7.0,2.0,6.0,5.0,5.0,2.0,5.0,4.0,3.0,7.0,8.0,5.0,,2.0,1.0,0.875,15.0,500.0
5879,,2.0,5.0,5.0,3.0,5.0,5.0,9.0,1.0,5.0,,3.0,5.0,5.0,4.0,4.0,9.0,2.0,3.0,10.0,1.0,2.0,1.0,1.0,0.9166666666666666,15.0,500.0
5880,2.0,3.0,2.0,4.0,3.0,6.0,2.0,4.0,2.0,6.0,6.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,3.0,10.0,5.0,1.0,1.0,15.0,500.0
5881,2.0,3.0,3.0,2.0,8.0,6.0,4.0,6.0,7.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,4.0,6.0,2.0,1.0,4.0,4.0,5.0,3.0,1.0,15.0,500.0
5882,,1.0,5.0,1.0,,3.0,6.0,1.0,4.0,6.0,6.0,4.0,7.0,5.0,3.0,4.0,7.0,3.0,3.0,3.0,6.0,7.0,4.0,1.0,0.9166666666666666,15.0,500.0
5883,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,2.0,1.0,7.0,5.0,6.0,5.0,4.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,0.9583333333333334,15.0,500.0
5884,,,,3.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,8.0,6.0,2.0,5.0,7.0,3.0,6.0,9.0,4.0,5.0,5.0,0.875,15.0,500.0
5885,1.0,3.0,5.0,2.0,2.0,3.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,4.0,8.0,7.0,1.0,4.0,4.0,1.0,1.0,15.0,500.0
5886,1.0,2.0,1.0,6.0,5.0,4.0,4.0,7.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,7.0,8.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,15.0,500.0
5887,,3.0,6.0,,3.0,1.0,3.0,5.0,4.0,9.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,11.0,6.0,3.0,2.0,3.0,4.0,2.0,0.9166666666666666,15.0,500.0
5888,,3.0,3.0,4.0,6.0,5.0,2.0,5.0,,3.0,3.0,3.0,3.0,5.0,4.0,5.0,6.0,2.0,2.0,5.0,5.0,9.0,4.0,3.0,1.8333333333333333,15.0,500.0
5889,2.0,4.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,7.0,4.0,6.0,3.0,4.0,4.0,9.0,,1.9166666666666667,15.0,500.0
5890,2.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,3.0,5.0,2.0,1.0,8.0,5.0,3.0,5.0,3.0,7.0,1.0,3.0,2.0,1.0,15.0,500.0
5891,,5.0,3.0,5.0,2.0,7.0,3.0,1.0,3.0,6.0,4.0,2.0,10.0,4.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,4.0,3.0,2.0,0.9583333333333334,15.0,500.0
5892,,2.0,6.0,6.0,6.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0,3.0,4.0,3.0,3.0,2.0,0.9583333333333334,15.0,500.0
5893,1.0,,5.0,1.0,7.0,2.0,2.0,6.0,4.0,4.0,4.0,6.0,4.0,1.0,3.0,2.0,3.0,7.0,9.0,4.0,2.0,2.0,8.0,3.0,0.9583333333333334,15.0,500.0
5894,1.0,3.0,9.0,1.0,3.0,6.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,3.0,3.0,6.0,2.0,3.0,8.0,1.0,3.0,4.0,2.0,1.0,1.0,15.0,500.0
5895,1.0,3.0,6.0,3.0,3.0,7.0,1.0,3.0,2.0,3.0,3.0,6.0,6.0,2.0,2.0,1.0,9.0,2.0,3.0,5.0,4.0,6.0,7.0,2.0,1.0,15.0,500.0
5896,,4.0,7.0,2.0,5.0,6.0,1.0,6.0,4.0,3.0,1.0,7.0,3.0,8.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,6.0,,0.9166666666666666,15.0,500.0
5897,1.0,3.0,4.0,1.0,4.0,3.0,2.0,6.0,6.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,9.0,3.0,5.0,3.0,7.0,3.0,1.0,15.0,500.0
5898,,2.0,3.0,6.0,9.0,2.0,2.0,2.0,5.0,3.0,7.0,1.0,7.0,3.0,7.0,3.0,1.0,3.0,5.0,3.0,5.0,2.0,6.0,3.0,0.9583333333333334,15.0,500.0
5899,1.0,4.0,6.0,4.0,4.0,5.0,2.0,6.0,4.0,5.0,5.0,3.0,3.0,6.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,15.0,500.0
5900,,2.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,6.0,3.0,4.0,2.0,7.0,4.0,4.0,2.0,5.0,6.0,3.0,4.0,3.0,8.0,2.0,0.9583333333333334,15.0,500.0
5901,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,7.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,,0.9583333333333334,15.0,500.0
5902,3.0,1.0,5.0,6.0,4.0,8.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,15.0,500.0
5903,1.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,7.0,5.0,6.0,4.0,3.0,2.0,1.0,3.0,5.0,7.0,5.0,6.0,5.0,3.0,3.0,2.0,1.0,15.0,500.0
5904,,3.0,1.0,7.0,5.0,2.0,3.0,2.0,9.0,7.0,4.0,3.0,6.0,1.0,3.0,1.0,6.0,6.0,5.0,5.0,3.0,3.0,2.0,3.0,0.9583333333333334,15.0,500.0
5905,,1.0,7.0,7.0,5.0,4.0,4.0,8.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,5.0,6.0,1.0,7.0,2.0,3.0,1.0,4.0,2.0,0.9583333333333334,15.0,500.0
5906,2.0,2.0,4.0,8.0,3.0,2.0,4.0,2.0,6.0,1.0,3.0,2.0,3.0,5.0,2.0,7.0,7.0,4.0,9.0,2.0,2.0,5.0,2.0,3.0,1.0,15.0,500.0
5907,2.0,2.0,1.0,5.0,6.0,6.0,3.0,1.0,5.0,5.0,6.0,2.0,4.0,4.0,4.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,9.0,2.0,1.0,15.0,500.0
5908,1.0,2.0,3.0,5.0,2.0,5.0,1.0,4.0,3.0,7.0,1.0,5.0,6.0,4.0,5.0,3.0,9.0,3.0,2.0,4.0,6.0,3.0,5.0,1.0,1.0,15.0,500.0
5909,1.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,15.0,500.0
5910,2.0,,3.0,5.0,4.0,5.0,4.0,5.0,7.0,5.0,4.0,6.0,2.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,0.9583333333333334,15.0,500.0
5911,,,4.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,7.0,4.0,5.0,3.0,6.0,3.0,7.0,5.0,2.0,4.0,8.0,3.0,6.0,2.0,1.8333333333333333,15.0,500.0
5912,,4.0,1.0,8.0,5.0,4.0,3.0,5.0,5.0,7.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,6.0,1.0,1.0,0.9583333333333334,15.0,500.0
5913,2.0,2.0,1.0,6.0,7.0,3.0,3.0,2.0,7.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,7.0,4.0,6.0,6.0,4.0,1.0,1.0,15.0,500.0
5914,1.0,2.0,3.0,2.0,3.0,5.0,4.0,11.0,5.0,6.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,1.0,3.0,8.0,1.0,1.0,15.0,500.0
5915,2.0,2.0,2.0,5.0,5.0,7.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,6.0,3.0,1.0,3.0,7.0,2.0,6.0,5.0,4.0,3.0,1.0,1.0,15.0,500.0
5916,1.0,2.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,6.0,4.0,3.0,6.0,2.0,4.0,3.0,5.0,6.0,5.0,5.0,,5.0,1.0,0.9583333333333334,15.0,500.0
5917,1.0,3.0,6.0,7.0,4.0,6.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,9.0,2.0,3.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,,0.9583333333333334,15.0,500.0
5918,2.0,1.0,6.0,2.0,1.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,10.0,8.0,6.0,3.0,7.0,2.0,2.0,1.0,,0.9583333333333334,15.0,500.0
5919,1.0,1.0,3.0,2.0,6.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,6.0,2.0,6.0,3.0,2.0,1.0,15.0,500.0
