,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,completed sets,packs,simulations
9881,3.0,5.0,6.0,8.0,6.0,3.0,6.0,6.0,8.0,6.0,9.0,5.0,8.0,8.0,2.0,8.0,8.0,3.0,6.0,2.0,8.0,4.0,8.0,2.0,2.0,23.0,500.0
9882,,8.0,9.0,9.0,8.0,2.0,4.0,8.0,7.0,8.0,7.0,5.0,3.0,6.0,4.0,5.0,8.0,4.0,7.0,7.0,6.0,5.0,6.0,2.0,1.9166666666666667,23.0,500.0
9883,1.0,2.0,4.0,10.0,8.0,10.0,2.0,4.0,7.0,3.0,6.0,8.0,7.0,7.0,7.0,4.0,5.0,8.0,7.0,8.0,6.0,4.0,7.0,3.0,1.0,23.0,500.0
9884,1.0,1.0,10.0,3.0,6.0,6.0,3.0,8.0,7.0,7.0,7.0,10.0,6.0,6.0,7.0,5.0,3.0,8.0,11.0,6.0,4.0,5.0,7.0,1.0,1.0,23.0,500.0
9885,,3.0,8.0,10.0,8.0,5.0,6.0,3.0,9.0,5.0,7.0,3.0,6.0,10.0,4.0,7.0,5.0,8.0,6.0,7.0,2.0,3.0,6.0,7.0,1.9166666666666667,23.0,500.0
9886,2.0,1.0,8.0,5.0,10.0,6.0,6.0,6.0,6.0,3.0,8.0,7.0,8.0,9.0,6.0,3.0,6.0,3.0,4.0,1.0,10.0,7.0,12.0,1.0,1.0,23.0,500.0
9887,3.0,4.0,4.0,5.0,4.0,5.0,2.0,6.0,6.0,8.0,8.0,4.0,6.0,5.0,7.0,10.0,8.0,7.0,8.0,6.0,5.0,6.0,8.0,3.0,2.0,23.0,500.0
9888,2.0,5.0,5.0,7.0,9.0,6.0,3.0,8.0,4.0,5.0,8.0,3.0,7.0,8.0,7.0,6.0,8.0,4.0,2.0,5.0,3.0,13.0,7.0,3.0,2.0,23.0,500.0
9889,1.0,4.0,8.0,3.0,9.0,10.0,6.0,8.0,8.0,6.0,2.0,2.0,5.0,2.0,5.0,3.0,6.0,8.0,11.0,8.0,8.0,6.0,4.0,5.0,1.0,23.0,500.0
9890,3.0,3.0,5.0,5.0,5.0,9.0,6.0,6.0,3.0,5.0,15.0,4.0,3.0,3.0,4.0,6.0,2.0,4.0,7.0,14.0,10.0,7.0,6.0,3.0,2.0,23.0,500.0
9891,2.0,3.0,8.0,7.0,11.0,7.0,4.0,4.0,8.0,5.0,6.0,9.0,6.0,4.0,4.0,7.0,6.0,4.0,7.0,6.0,5.0,10.0,4.0,1.0,1.0,23.0,500.0
9892,3.0,3.0,3.0,8.0,4.0,6.0,5.0,6.0,8.0,8.0,4.0,4.0,5.0,9.0,5.0,6.0,7.0,6.0,8.0,4.0,9.0,9.0,5.0,3.0,3.0,23.0,500.0
9893,1.0,2.0,7.0,7.0,10.0,6.0,6.0,3.0,12.0,4.0,3.0,5.0,7.0,7.0,7.0,6.0,8.0,5.0,8.0,5.0,4.0,4.0,9.0,2.0,1.0,23.0,500.0
9894,2.0,5.0,7.0,9.0,10.0,5.0,6.0,8.0,4.0,6.0,10.0,4.0,6.0,5.0,5.0,11.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,1.0,1.0,23.0,500.0
9895,,1.0,2.0,3.0,4.0,8.0,7.0,6.0,7.0,10.0,5.0,4.0,5.0,7.0,6.0,6.0,6.0,13.0,6.0,4.0,9.0,9.0,5.0,5.0,0.9583333333333334,23.0,500.0
9896,5.0,4.0,6.0,13.0,3.0,9.0,2.0,4.0,6.0,6.0,9.0,7.0,6.0,5.0,4.0,6.0,6.0,3.0,8.0,9.0,4.0,6.0,6.0,1.0,1.0,23.0,500.0
9897,2.0,,6.0,4.0,5.0,5.0,4.0,7.0,4.0,3.0,13.0,9.0,8.0,10.0,3.0,10.0,8.0,5.0,2.0,5.0,6.0,6.0,8.0,5.0,1.9166666666666667,23.0,500.0
9898,2.0,3.0,7.0,7.0,4.0,8.0,5.0,11.0,6.0,8.0,5.0,1.0,4.0,6.0,8.0,8.0,7.0,5.0,8.0,6.0,7.0,4.0,4.0,4.0,1.0,23.0,500.0
9899,2.0,1.0,4.0,4.0,7.0,2.0,4.0,5.0,8.0,9.0,7.0,6.0,14.0,9.0,5.0,6.0,7.0,9.0,5.0,3.0,4.0,6.0,6.0,5.0,1.0,23.0,500.0
9900,,2.0,8.0,4.0,4.0,8.0,7.0,6.0,5.0,9.0,9.0,4.0,3.0,5.0,5.0,8.0,2.0,7.0,9.0,5.0,9.0,8.0,6.0,5.0,1.9166666666666667,23.0,500.0
9901,1.0,2.0,10.0,7.0,7.0,8.0,7.0,7.0,9.0,7.0,8.0,5.0,9.0,5.0,7.0,4.0,5.0,2.0,6.0,6.0,8.0,3.0,4.0,1.0,1.0,23.0,500.0
9902,,3.0,9.0,3.0,11.0,10.0,10.0,6.0,9.0,5.0,4.0,3.0,7.0,10.0,6.0,9.0,3.0,3.0,3.0,8.0,8.0,4.0,3.0,1.0,0.9583333333333334,23.0,500.0
9903,,2.0,4.0,8.0,6.0,3.0,7.0,4.0,3.0,7.0,13.0,8.0,6.0,6.0,3.0,5.0,6.0,8.0,5.0,5.0,8.0,9.0,9.0,3.0,1.9166666666666667,23.0,500.0
9904,3.0,,14.0,3.0,5.0,9.0,8.0,5.0,2.0,4.0,5.0,5.0,7.0,5.0,2.0,6.0,10.0,9.0,8.0,2.0,10.0,7.0,4.0,5.0,1.9166666666666667,23.0,500.0
9905,3.0,5.0,4.0,5.0,6.0,9.0,3.0,5.0,3.0,7.0,8.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,6.0,12.0,9.0,13.0,6.0,3.0,3.0,23.0,500.0
9906,1.0,1.0,8.0,7.0,8.0,11.0,5.0,10.0,7.0,3.0,6.0,8.0,2.0,4.0,5.0,4.0,8.0,3.0,6.0,5.0,7.0,8.0,8.0,3.0,1.0,23.0,500.0
9907,2.0,3.0,7.0,6.0,4.0,12.0,5.0,7.0,6.0,10.0,8.0,9.0,3.0,1.0,3.0,9.0,5.0,9.0,6.0,3.0,7.0,7.0,5.0,1.0,1.0,23.0,500.0
9908,2.0,7.0,3.0,3.0,4.0,5.0,2.0,9.0,4.0,8.0,11.0,4.0,6.0,5.0,5.0,9.0,6.0,7.0,7.0,4.0,8.0,8.0,8.0,3.0,2.0,23.0,500.0
9909,,4.0,8.0,5.0,8.0,6.0,3.0,5.0,5.0,2.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,11.0,6.0,9.0,7.0,6.0,3.0,1.9166666666666667,23.0,500.0
9910,2.0,,4.0,6.0,8.0,2.0,4.0,3.0,9.0,5.0,5.0,11.0,4.0,5.0,3.0,7.0,11.0,5.0,10.0,9.0,8.0,7.0,7.0,3.0,1.9166666666666667,23.0,500.0
9911,,5.0,9.0,8.0,5.0,5.0,4.0,8.0,7.0,10.0,12.0,7.0,6.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,9.0,8.0,3.0,2.875,23.0,500.0
9912,2.0,1.0,10.0,6.0,5.0,7.0,5.0,8.0,7.0,7.0,8.0,7.0,4.0,6.0,5.0,6.0,5.0,3.0,8.0,4.0,9.0,5.0,7.0,3.0,1.0,23.0,500.0
9913,1.0,3.0,5.0,10.0,11.0,4.0,6.0,2.0,4.0,9.0,4.0,8.0,7.0,8.0,2.0,6.0,5.0,5.0,5.0,7.0,3.0,12.0,8.0,3.0,1.0,23.0,500.0
9914,1.0,5.0,7.0,8.0,12.0,3.0,6.0,7.0,9.0,5.0,6.0,6.0,3.0,7.0,3.0,4.0,8.0,3.0,5.0,9.0,6.0,4.0,9.0,2.0,1.0,23.0,500.0
9915,1.0,2.0,9.0,3.0,7.0,3.0,6.0,11.0,6.0,4.0,9.0,8.0,6.0,8.0,4.0,5.0,8.0,10.0,7.0,6.0,4.0,5.0,4.0,2.0,1.0,23.0,500.0
9916,1.0,4.0,2.0,6.0,6.0,4.0,6.0,3.0,4.0,4.0,10.0,4.0,7.0,7.0,3.0,11.0,6.0,7.0,9.0,7.0,8.0,8.0,6.0,5.0,1.0,23.0,500.0
9917,1.0,4.0,9.0,4.0,7.0,6.0,5.0,4.0,3.0,9.0,7.0,8.0,11.0,2.0,3.0,6.0,9.0,6.0,6.0,7.0,5.0,5.0,9.0,2.0,1.0,23.0,500.0
9918,1.0,4.0,8.0,10.0,7.0,3.0,3.0,9.0,5.0,5.0,11.0,3.0,5.0,7.0,7.0,4.0,8.0,6.0,5.0,7.0,6.0,3.0,6.0,5.0,1.0,23.0,500.0
9919,2.0,1.0,8.0,11.0,10.0,7.0,5.0,9.0,2.0,8.0,6.0,5.0,2.0,3.0,8.0,7.0,9.0,8.0,3.0,5.0,6.0,8.0,3.0,2.0,1.0,23.0,500.0
9920,1.0,7.0,7.0,7.0,8.0,6.0,4.0,6.0,11.0,7.0,9.0,4.0,3.0,3.0,4.0,3.0,5.0,7.0,8.0,5.0,8.0,5.0,7.0,3.0,1.0,23.0,500.0
9921,2.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,10.0,7.0,2.0,7.0,8.0,6.0,7.0,9.0,8.0,4.0,7.0,12.0,7.0,4.0,4.0,2.0,23.0,500.0
9922,1.0,6.0,4.0,6.0,7.0,8.0,4.0,5.0,8.0,4.0,6.0,3.0,4.0,7.0,4.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,4.0,5.0,1.0,23.0,500.0
9923,1.0,3.0,6.0,10.0,5.0,7.0,7.0,7.0,3.0,9.0,6.0,4.0,3.0,8.0,6.0,8.0,6.0,7.0,5.0,8.0,6.0,6.0,5.0,2.0,1.0,23.0,500.0
9924,3.0,2.0,4.0,7.0,11.0,6.0,6.0,12.0,10.0,4.0,4.0,6.0,9.0,5.0,4.0,9.0,5.0,4.0,11.0,3.0,3.0,2.0,6.0,2.0,2.0,23.0,500.0
9925,4.0,3.0,7.0,5.0,8.0,9.0,5.0,4.0,3.0,12.0,2.0,4.0,8.0,6.0,6.0,10.0,6.0,6.0,3.0,6.0,9.0,6.0,5.0,1.0,1.0,23.0,500.0
9926,2.0,6.0,8.0,7.0,9.0,5.0,4.0,6.0,8.0,4.0,9.0,5.0,3.0,4.0,3.0,4.0,6.0,5.0,9.0,10.0,9.0,5.0,4.0,3.0,2.0,23.0,500.0
9927,2.0,,8.0,6.0,6.0,6.0,9.0,7.0,11.0,2.0,7.0,5.0,8.0,7.0,5.0,7.0,3.0,8.0,15.0,3.0,3.0,6.0,2.0,2.0,1.9166666666666667,23.0,500.0
9928,2.0,2.0,14.0,5.0,4.0,5.0,4.0,5.0,7.0,10.0,10.0,6.0,8.0,8.0,6.0,3.0,6.0,3.0,3.0,4.0,9.0,3.0,8.0,3.0,2.0,23.0,500.0
9929,5.0,2.0,2.0,10.0,4.0,8.0,2.0,7.0,7.0,10.0,11.0,1.0,5.0,3.0,5.0,6.0,4.0,5.0,6.0,7.0,5.0,6.0,9.0,8.0,1.0,23.0,500.0
9930,3.0,7.0,5.0,7.0,7.0,5.0,3.0,8.0,8.0,12.0,1.0,5.0,3.0,7.0,2.0,12.0,8.0,2.0,6.0,7.0,3.0,10.0,4.0,3.0,1.0,23.0,500.0
9931,,2.0,3.0,7.0,5.0,7.0,5.0,6.0,5.0,8.0,7.0,9.0,10.0,6.0,5.0,9.0,7.0,7.0,6.0,7.0,7.0,5.0,3.0,2.0,1.9166666666666667,23.0,500.0
9932,2.0,3.0,6.0,10.0,5.0,7.0,5.0,4.0,5.0,11.0,5.0,4.0,5.0,5.0,4.0,9.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,2.0,23.0,500.0
9933,2.0,2.0,8.0,12.0,4.0,1.0,3.0,6.0,9.0,10.0,10.0,7.0,4.0,4.0,4.0,1.0,11.0,5.0,6.0,8.0,5.0,6.0,5.0,5.0,1.0,23.0,500.0
9934,2.0,4.0,5.0,9.0,7.0,5.0,5.0,8.0,4.0,5.0,9.0,3.0,6.0,9.0,5.0,10.0,5.0,9.0,6.0,6.0,4.0,4.0,4.0,4.0,2.0,23.0,500.0
9935,,2.0,7.0,6.0,10.0,8.0,7.0,9.0,5.0,4.0,6.0,6.0,5.0,4.0,7.0,4.0,5.0,8.0,9.0,9.0,8.0,6.0,2.0,1.0,0.9583333333333334,23.0,500.0
9936,1.0,5.0,9.0,9.0,4.0,8.0,4.0,5.0,9.0,9.0,6.0,4.0,7.0,8.0,4.0,5.0,8.0,7.0,3.0,6.0,6.0,3.0,3.0,5.0,1.0,23.0,500.0
9937,,3.0,10.0,4.0,9.0,5.0,3.0,7.0,11.0,7.0,11.0,7.0,2.0,5.0,8.0,4.0,6.0,8.0,3.0,5.0,7.0,7.0,4.0,2.0,1.9166666666666667,23.0,500.0
9938,5.0,1.0,9.0,2.0,7.0,5.0,5.0,11.0,8.0,8.0,3.0,6.0,2.0,13.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,4.0,9.0,3.0,1.0,23.0,500.0
9939,1.0,3.0,7.0,6.0,10.0,4.0,5.0,3.0,8.0,11.0,3.0,5.0,9.0,13.0,3.0,7.0,4.0,9.0,1.0,11.0,2.0,4.0,3.0,6.0,1.0,23.0,500.0
9940,2.0,4.0,11.0,4.0,4.0,11.0,4.0,6.0,6.0,4.0,6.0,5.0,10.0,5.0,6.0,7.0,9.0,5.0,7.0,7.0,5.0,3.0,5.0,2.0,2.0,23.0,500.0
9941,,4.0,5.0,7.0,3.0,5.0,6.0,10.0,9.0,7.0,7.0,5.0,4.0,10.0,7.0,9.0,6.0,2.0,8.0,6.0,5.0,3.0,9.0,1.0,0.9583333333333334,23.0,500.0
9942,1.0,3.0,5.0,8.0,9.0,6.0,8.0,9.0,5.0,6.0,5.0,5.0,4.0,7.0,3.0,12.0,9.0,3.0,4.0,8.0,6.0,5.0,4.0,3.0,1.0,23.0,500.0
9943,1.0,1.0,8.0,7.0,7.0,9.0,5.0,4.0,10.0,4.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,7.0,5.0,4.0,7.0,3.0,5.0,4.0,1.0,23.0,500.0
9944,1.0,2.0,7.0,9.0,8.0,9.0,6.0,5.0,7.0,3.0,9.0,4.0,6.0,6.0,7.0,6.0,6.0,11.0,5.0,3.0,3.0,6.0,6.0,3.0,1.0,23.0,500.0
9945,1.0,2.0,5.0,7.0,5.0,7.0,7.0,11.0,3.0,6.0,6.0,4.0,5.0,12.0,7.0,3.0,4.0,9.0,6.0,9.0,5.0,8.0,4.0,2.0,1.0,23.0,500.0
9946,3.0,4.0,5.0,10.0,5.0,4.0,10.0,10.0,3.0,7.0,13.0,3.0,4.0,5.0,1.0,4.0,8.0,5.0,4.0,8.0,9.0,4.0,7.0,2.0,1.0,23.0,500.0
9947,2.0,3.0,6.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,9.0,5.0,5.0,8.0,6.0,12.0,10.0,9.0,5.0,6.0,7.0,5.0,6.0,3.0,2.0,23.0,500.0
9948,1.0,4.0,6.0,10.0,3.0,5.0,7.0,8.0,7.0,8.0,2.0,2.0,3.0,12.0,7.0,3.0,11.0,6.0,5.0,9.0,6.0,7.0,4.0,2.0,1.0,23.0,500.0
9949,4.0,3.0,9.0,6.0,7.0,4.0,3.0,1.0,5.0,6.0,6.0,7.0,5.0,4.0,3.0,5.0,8.0,7.0,11.0,8.0,5.0,8.0,10.0,3.0,1.0,23.0,500.0
9950,3.0,3.0,6.0,8.0,3.0,10.0,4.0,5.0,7.0,8.0,5.0,5.0,7.0,7.0,6.0,8.0,5.0,4.0,8.0,7.0,5.0,6.0,6.0,2.0,2.0,23.0,500.0
9951,1.0,7.0,7.0,8.0,8.0,4.0,7.0,3.0,5.0,9.0,6.0,5.0,4.0,3.0,3.0,9.0,10.0,8.0,6.0,9.0,6.0,4.0,6.0,,0.9583333333333334,23.0,500.0
9952,1.0,3.0,9.0,5.0,5.0,9.0,2.0,9.0,6.0,10.0,4.0,7.0,6.0,2.0,5.0,6.0,5.0,3.0,11.0,6.0,10.0,5.0,4.0,5.0,1.0,23.0,500.0
9953,1.0,2.0,6.0,9.0,11.0,7.0,5.0,5.0,6.0,6.0,4.0,5.0,8.0,5.0,4.0,9.0,5.0,6.0,8.0,5.0,8.0,2.0,5.0,6.0,1.0,23.0,500.0
9954,,7.0,7.0,9.0,5.0,3.0,1.0,5.0,3.0,10.0,5.0,7.0,6.0,6.0,5.0,10.0,7.0,4.0,10.0,12.0,4.0,4.0,5.0,3.0,0.9583333333333334,23.0,500.0
9955,,5.0,6.0,3.0,6.0,3.0,6.0,7.0,5.0,7.0,7.0,2.0,7.0,8.0,7.0,6.0,8.0,9.0,7.0,4.0,5.0,9.0,8.0,3.0,1.9166666666666667,23.0,500.0
9956,2.0,2.0,4.0,7.0,8.0,6.0,8.0,5.0,7.0,4.0,5.0,7.0,4.0,4.0,1.0,9.0,9.0,4.0,10.0,14.0,3.0,4.0,8.0,3.0,1.0,23.0,500.0
9957,,4.0,5.0,5.0,7.0,5.0,6.0,2.0,9.0,9.0,11.0,3.0,7.0,6.0,6.0,7.0,4.0,6.0,4.0,4.0,11.0,6.0,7.0,4.0,1.9166666666666667,23.0,500.0
9958,1.0,3.0,2.0,9.0,10.0,7.0,4.0,11.0,4.0,8.0,5.0,4.0,6.0,8.0,6.0,6.0,3.0,5.0,5.0,8.0,7.0,5.0,6.0,5.0,1.0,23.0,500.0
9959,3.0,2.0,5.0,3.0,5.0,10.0,9.0,3.0,12.0,4.0,7.0,1.0,4.0,8.0,5.0,9.0,7.0,5.0,5.0,4.0,10.0,7.0,7.0,3.0,1.0,23.0,500.0
9960,4.0,,2.0,6.0,9.0,4.0,4.0,9.0,7.0,5.0,7.0,6.0,8.0,6.0,5.0,10.0,10.0,8.0,5.0,5.0,7.0,3.0,4.0,4.0,1.9166666666666667,23.0,500.0
9961,2.0,4.0,10.0,6.0,11.0,5.0,5.0,8.0,4.0,9.0,5.0,7.0,5.0,8.0,3.0,6.0,5.0,7.0,3.0,8.0,2.0,7.0,6.0,2.0,2.0,23.0,500.0
9962,,1.0,6.0,4.0,9.0,9.0,10.0,4.0,3.0,4.0,6.0,3.0,11.0,7.0,6.0,4.0,8.0,7.0,3.0,5.0,10.0,7.0,8.0,3.0,0.9583333333333334,23.0,500.0
9963,,5.0,7.0,5.0,5.0,5.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,5.0,3.0,7.0,12.0,7.0,8.0,3.0,8.0,12.0,4.0,4.0,2.875,23.0,500.0
9964,1.0,1.0,8.0,3.0,7.0,9.0,4.0,7.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,10.0,6.0,10.0,9.0,7.0,4.0,5.0,5.0,6.0,1.0,23.0,500.0
9965,1.0,2.0,9.0,8.0,10.0,6.0,4.0,5.0,9.0,9.0,4.0,6.0,2.0,6.0,6.0,5.0,7.0,6.0,4.0,3.0,7.0,6.0,9.0,4.0,1.0,23.0,500.0
9966,6.0,3.0,3.0,6.0,8.0,7.0,3.0,9.0,9.0,5.0,3.0,4.0,8.0,8.0,4.0,5.0,9.0,5.0,6.0,5.0,5.0,5.0,9.0,3.0,3.0,23.0,500.0
9967,2.0,4.0,9.0,7.0,8.0,6.0,5.0,7.0,6.0,7.0,7.0,2.0,5.0,4.0,6.0,5.0,6.0,4.0,8.0,6.0,7.0,4.0,9.0,4.0,2.0,23.0,500.0
9968,2.0,3.0,,5.0,8.0,7.0,8.0,7.0,11.0,5.0,6.0,4.0,9.0,9.0,4.0,7.0,7.0,6.0,4.0,10.0,1.0,7.0,6.0,2.0,0.9583333333333334,23.0,500.0
9969,2.0,3.0,2.0,8.0,11.0,5.0,7.0,6.0,4.0,12.0,5.0,1.0,8.0,2.0,6.0,3.0,8.0,9.0,3.0,7.0,8.0,9.0,5.0,4.0,1.0,23.0,500.0
9970,4.0,4.0,6.0,3.0,8.0,8.0,3.0,6.0,7.0,8.0,3.0,5.0,5.0,8.0,4.0,6.0,1.0,9.0,10.0,4.0,5.0,9.0,9.0,3.0,1.0,23.0,500.0
9971,1.0,5.0,10.0,6.0,8.0,7.0,3.0,3.0,4.0,3.0,8.0,5.0,10.0,7.0,7.0,6.0,5.0,10.0,8.0,1.0,5.0,9.0,5.0,2.0,1.0,23.0,500.0
9972,1.0,5.0,8.0,2.0,7.0,11.0,5.0,7.0,10.0,7.0,7.0,5.0,2.0,8.0,2.0,10.0,3.0,7.0,3.0,3.0,7.0,7.0,6.0,5.0,1.0,23.0,500.0
9973,2.0,5.0,6.0,7.0,4.0,8.0,5.0,7.0,5.0,7.0,7.0,4.0,10.0,7.0,4.0,3.0,8.0,7.0,5.0,4.0,5.0,9.0,6.0,3.0,2.0,23.0,500.0
9974,2.0,6.0,8.0,11.0,2.0,8.0,4.0,5.0,7.0,9.0,8.0,4.0,7.0,6.0,2.0,7.0,4.0,6.0,9.0,7.0,9.0,2.0,,5.0,1.9166666666666667,23.0,500.0
9975,3.0,3.0,10.0,2.0,8.0,7.0,6.0,5.0,5.0,8.0,5.0,4.0,7.0,7.0,3.0,8.0,5.0,3.0,6.0,7.0,11.0,7.0,4.0,4.0,2.0,23.0,500.0
9976,,5.0,7.0,6.0,8.0,7.0,4.0,8.0,6.0,6.0,8.0,7.0,5.0,4.0,6.0,3.0,3.0,7.0,10.0,9.0,5.0,10.0,3.0,1.0,0.9583333333333334,23.0,500.0
9977,,3.0,7.0,6.0,7.0,9.0,4.0,6.0,7.0,3.0,7.0,9.0,3.0,7.0,5.0,4.0,8.0,8.0,5.0,12.0,1.0,11.0,4.0,2.0,0.9583333333333334,23.0,500.0
9978,,2.0,6.0,3.0,6.0,5.0,5.0,2.0,8.0,3.0,9.0,8.0,10.0,5.0,4.0,8.0,10.0,8.0,8.0,3.0,6.0,11.0,4.0,4.0,1.9166666666666667,23.0,500.0
9979,2.0,2.0,3.0,8.0,8.0,5.0,5.0,7.0,5.0,9.0,8.0,7.0,9.0,8.0,6.0,10.0,3.0,7.0,5.0,5.0,7.0,3.0,5.0,1.0,1.0,23.0,500.0
9980,3.0,1.0,10.0,10.0,6.0,6.0,9.0,6.0,6.0,6.0,3.0,3.0,6.0,10.0,4.0,5.0,11.0,8.0,4.0,4.0,6.0,6.0,2.0,3.0,1.0,23.0,500.0
9981,3.0,5.0,6.0,6.0,9.0,8.0,4.0,6.0,11.0,4.0,7.0,4.0,3.0,7.0,4.0,7.0,7.0,9.0,4.0,7.0,5.0,4.0,5.0,3.0,3.0,23.0,500.0
9982,,4.0,7.0,12.0,4.0,8.0,6.0,6.0,6.0,7.0,6.0,5.0,4.0,9.0,7.0,11.0,7.0,5.0,5.0,5.0,6.0,1.0,6.0,1.0,0.9583333333333334,23.0,500.0
9983,2.0,4.0,5.0,8.0,6.0,7.0,3.0,3.0,1.0,6.0,3.0,3.0,8.0,7.0,7.0,7.0,8.0,6.0,9.0,11.0,8.0,8.0,4.0,4.0,1.0,23.0,500.0
9984,1.0,1.0,7.0,10.0,7.0,8.0,5.0,5.0,9.0,12.0,7.0,6.0,6.0,4.0,3.0,6.0,3.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,1.0,23.0,500.0
9985,,4.0,8.0,3.0,3.0,9.0,5.0,7.0,8.0,8.0,6.0,4.0,4.0,5.0,6.0,6.0,7.0,11.0,8.0,8.0,6.0,5.0,3.0,4.0,2.875,23.0,500.0
9986,1.0,2.0,11.0,9.0,13.0,6.0,10.0,8.0,6.0,6.0,9.0,3.0,5.0,4.0,6.0,6.0,6.0,4.0,2.0,3.0,3.0,9.0,5.0,1.0,1.0,23.0,500.0
9987,,5.0,7.0,5.0,5.0,9.0,4.0,6.0,5.0,7.0,6.0,3.0,6.0,8.0,9.0,9.0,5.0,3.0,6.0,5.0,9.0,4.0,10.0,2.0,1.9166666666666667,23.0,500.0
9988,2.0,3.0,6.0,4.0,1.0,10.0,6.0,6.0,5.0,9.0,3.0,4.0,6.0,9.0,5.0,5.0,8.0,8.0,6.0,3.0,13.0,8.0,5.0,3.0,1.0,23.0,500.0
9989,,4.0,7.0,4.0,9.0,9.0,8.0,8.0,4.0,7.0,6.0,6.0,4.0,5.0,3.0,11.0,9.0,10.0,1.0,4.0,8.0,2.0,7.0,2.0,0.9583333333333334,23.0,500.0
9990,,5.0,8.0,7.0,9.0,4.0,4.0,9.0,9.0,4.0,4.0,6.0,5.0,11.0,6.0,5.0,10.0,7.0,4.0,6.0,3.0,6.0,4.0,2.0,1.9166666666666667,23.0,500.0
9991,,2.0,4.0,10.0,5.0,5.0,6.0,4.0,6.0,6.0,8.0,6.0,8.0,8.0,4.0,6.0,4.0,7.0,10.0,4.0,7.0,7.0,6.0,5.0,1.9166666666666667,23.0,500.0
9992,1.0,2.0,5.0,10.0,6.0,4.0,4.0,6.0,7.0,4.0,4.0,4.0,2.0,7.0,8.0,8.0,11.0,6.0,10.0,8.0,4.0,6.0,7.0,4.0,1.0,23.0,500.0
9993,4.0,2.0,7.0,,8.0,7.0,5.0,7.0,5.0,8.0,5.0,4.0,12.0,8.0,4.0,6.0,2.0,4.0,8.0,6.0,6.0,9.0,7.0,4.0,1.9166666666666667,23.0,500.0
9994,1.0,1.0,2.0,6.0,4.0,8.0,5.0,14.0,12.0,6.0,6.0,5.0,4.0,11.0,5.0,5.0,7.0,5.0,4.0,3.0,4.0,9.0,5.0,6.0,1.0,23.0,500.0
9995,5.0,3.0,6.0,4.0,6.0,4.0,3.0,3.0,6.0,10.0,7.0,4.0,12.0,5.0,4.0,3.0,7.0,10.0,7.0,4.0,4.0,8.0,9.0,4.0,3.0,23.0,500.0
9996,1.0,7.0,10.0,7.0,9.0,6.0,5.0,5.0,5.0,3.0,7.0,4.0,5.0,8.0,2.0,10.0,7.0,8.0,6.0,5.0,6.0,4.0,4.0,4.0,1.0,23.0,500.0
9997,2.0,2.0,4.0,7.0,6.0,8.0,6.0,8.0,3.0,4.0,6.0,4.0,9.0,8.0,5.0,10.0,10.0,4.0,4.0,8.0,7.0,2.0,7.0,4.0,2.0,23.0,500.0
9998,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,7.0,3.0,11.0,9.0,7.0,8.0,7.0,5.0,8.0,5.0,10.0,7.0,6.0,,2.875,23.0,500.0
9999,3.0,4.0,14.0,4.0,6.0,5.0,3.0,8.0,5.0,10.0,3.0,7.0,6.0,10.0,3.0,4.0,5.0,5.0,7.0,6.0,6.0,8.0,3.0,3.0,3.0,23.0,500.0
10000,,5.0,7.0,7.0,6.0,11.0,5.0,5.0,6.0,4.0,6.0,7.0,7.0,6.0,3.0,5.0,8.0,9.0,7.0,7.0,6.0,8.0,5.0,4.0,2.875,24.0,500.0
10001,2.0,1.0,5.0,10.0,4.0,11.0,11.0,11.0,8.0,7.0,5.0,5.0,3.0,9.0,1.0,4.0,6.0,3.0,6.0,11.0,4.0,1.0,12.0,4.0,1.0,24.0,500.0
10002,2.0,5.0,5.0,7.0,9.0,4.0,6.0,7.0,9.0,6.0,8.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,12.0,12.0,7.0,5.0,4.0,3.0,2.0,24.0,500.0
10003,4.0,8.0,7.0,4.0,8.0,6.0,3.0,4.0,4.0,1.0,9.0,7.0,6.0,6.0,2.0,4.0,9.0,7.0,9.0,7.0,7.0,12.0,10.0,,0.9583333333333334,24.0,500.0
10004,2.0,2.0,6.0,3.0,7.0,9.0,8.0,5.0,5.0,4.0,5.0,4.0,7.0,8.0,5.0,13.0,8.0,6.0,7.0,9.0,8.0,5.0,5.0,3.0,2.0,24.0,500.0
10005,,3.0,5.0,9.0,9.0,9.0,5.0,5.0,6.0,9.0,7.0,4.0,4.0,8.0,7.0,5.0,3.0,8.0,3.0,10.0,9.0,6.0,5.0,5.0,2.875,24.0,500.0
